Fecha,Local,Visit,Local pitcher,Visit pitcher
3372,20180722.0,Reds,Pirates,M. Harvey ,I. Nova 
4516,20190417.0,Phillies,Mets,J. Arrieta ,Z. Wheeler 
245,20170509.0,Dodgers,Pirates,J. Urias,I. Nova
9767,20220510.0,Padres,Cubs,M. Clevinger,W. Miley
4520,20190417.0,Yankees,R.Sox,J.A. Happ,N. Eovaldi
4780,20190510.0,Twins,Tigers,J. Odorizzi ,T. Ross 
7924,20210601.0,Blue,Marlins,R. Ray ,S. Alcantara 
9384,20220408.0,Yankees,R.Sox,G. Cole,N. Eovaldi
5720,20190731.0,Phillies,Giants,V. Velasquez ,J. Samardzija 
2484,20180509.0,White,Pirates,R. Lopez,T. Williams
8805,20210816.0,Marlins,Braves,B. Garrett ,T. Toussaint 
8741,20210811.0,Pirates,Cardinals,W. Crowe ,A. Wainwright 
3200,20180704.0,Diamondbacks,Cardinals,P. Corbin,M. Mikolas 
5810,20190808.0,R.Sox,Angels,C. Sale ,D. Peters 
8847,20210819.0,Cardinals,Brewers,J. Lester,B. Woodruff 
10552,20220714.0,Guardians,Tigers,T. McKenzie ,E. Rodriguez 
6200,20190909.0,Padres,Cubs,C. Quantrill ,K. Hendricks 
9615,20220427.0,Rangers,Astros,G. Otto,C. Javier 
774,20170623.0,R.Sox,Angels,R. Porcello ,A. Meyer 
6926,20200905.0,Astros,Angels,J. Urquidy,D. Peters
866,20170630.0,Mets,Phillies,J. deGrom ,B. Lively 
8945,20210828.0,Marlins,Reds,S. Alcantara ,V. Gutierrez 
8017,20210609.0,Tigers,Mariners,C. Mize,C. Flexen
1335,20170811.0,Athletics,Orioles,P. Blackburn,U. Jimenez
49,20170423.0,Phillies,Braves,Z. Eflin,M. Foltynewicz
6009,20190824.0,Mariners,Blue,F. Hernandez,W. Font
543,20170603.0,Reds,Braves,S. Feldman,R.A. Dickey
4013,20180913.0,Cardinals,Dodgers,A. Gomber ,C. Kershaw 
7666,20210511.0,Astros,Angels,L. McCullers Jr. ,S. Ohtani
9095,20210910.0,Tigers,Rays,T. Alexander,M. Wacha
7989,20210606.0,Royals,Twins,B. Singer ,B. Ober
3885,20180903.0,Nationals,Cardinals,M. Scherzer,J. Flaherty
5092,20190605.0,Royals,R.Sox,J. Junis ,C. Sale 
9705,20220505.0,Brewers,Reds,A. Houser ,H. Greene 
1648,20170905.0,Tigers,Royals,A. Sanchez,J. Vargas 
7067,20200918.0,Blue,Phillies,R. Ray ,Z. Eflin 
8835,20210818.0,Cardinals,Brewers,J. Flaherty,F. Peralta
2927,20180612.0,Athletics,Astros,D. Mengden ,L. McCullers Jr. 
2704,20180526.0,Rangers,Royals,B. Colon,I. Kennedy
3586,20180808.0,Marlins,Cardinals,T. Richards ,J. Gant 
1182,20170729.0,Brewers,Cubs,J. Guerra,K. Hendricks
1131,20170725.0,Rays,Orioles,J. Faria ,W. Miley 
7695,20210514.0,R.Sox,Angels,N. Pivetta,G. Canning
7593,20210505.0,Mariners,Orioles,Y. Kikuchi ,J. Means 
2450,20180506.0,Nationals,Phillies,M. Scherzer,J. Arrieta
1204,20170731.0,Orioles,Royals,U. Jimenez,D. Duffy
1998,20180330.0,Marlins,Cubs,C. Smith,K. Hendricks
6360,20190922.0,Athletics,Rangers,T. Roark ,L. Lynn 
5609,20190721.0,Twins,Athletics,M. Pineda,D. Mengden
7863,20210527.0,Nationals,Reds,S. Strasburg ,S. Gray 
3403,20180724.0,Mariners,Giants,R. Elias,A. Suarez
3248,20180709.0,Orioles,Yankees,J. Yacabonis,C. Sabathia 
491,20170530.0,Cardinals,Dodgers,M. Wacha ,K. Maeda
2593,20180517.0,Cardinals,Phillies,L. Weaver ,V. Velasquez 
2852,20180606.0,Cardinals,Marlins,J. Flaherty ,W. Chen
7318,20210412.0,Royals,Angels,B. Singer ,A. Cobb 
5887,20190814.0,Angels,Pirates,D. Peters ,C. Archer 
4777,20190510.0,Rays,Yankees,T. Glasnow ,D. German 
3111,20180627.0,R.Sox,Angels,R. Porcello,A. Heaney
6575,20200804.0,Brewers,White,B. Woodruff,L. Giolito 
9124,20210912.0,Twins,Royals,B. Ober,K. Bubic
8607,20210731.0,Marlins,Yankees,T. Rogers,D. German
939,20170706.0,Rays,R.Sox,J. Faria ,C. Sale 
6576,20200804.0,Orioles,Marlins,J. Means ,P. Lopez 
3679,20180816.0,Phillies,Mets,Z. Eflin ,S. Matz 
5331,20190625.0,Phillies,Mets,J. Arrieta ,W. Lockett
2225,20180419.0,Tigers,Orioles,J. Zimmermann ,A. Cobb 
9058,20210907.0,Guardians,Twins,A. Civale ,J. Gant 
9995,20220529.0,Mariners,Astros,M. Gonzales ,L. Garcia
9694,20220504.0,Astros,Mariners,J. Verlander ,M. Brash 
1839,20170920.0,Mariners,Rangers,F. Hernandez ,A. Cashner 
9197,20210919.0,Blue,Twins,J. Berrios ,L. Farrell 
7646,20210509.0,Cardinals,Rockies,A. Wainwright ,G. Marquez 
9047,20210906.0,R.Sox,Rays,C. Sale,R. Yarbrough
1892,20170924.0,Astros,Angels,L. McCullers Jr.,T. Skaggs
2442,20180505.0,Mets,Rockies,S. Matz ,C. Bettis 
7394,20210418.0,Rangers,Orioles,K. Gibson,J. Means
6650,20200811.0,Rangers,Mariners,M. Minor,M. Gonzales 
7375,20210417.0,R.Sox,White,N. Pivetta,D. Cease
8859,20210820.0,Dodgers,Mets,W. Buehler ,C. Carrasco 
